ID,Rsik_cdfi,predict_Label
8.png,0.5851543545722961,1
4.png,0.7992808818817139,1
5.png,0.8211623430252075,1
9.png,0.49374425411224365,0
6.png,0.6498232483863831,1
7.png,0.6758496761322021,1
1.png,0.6936996579170227,1
3.png,0.35971948504447937,0
2.png,0.6498232483863831,1
