ID,predict_Label,Rsik_bmus
8.png,1,0.5762171149253845
4.png,1,0.5362719893455505
5.png,0,0.218377947807312
9.png,1,0.5690202713012695
6.png,1,0.5797926783561707
7.png,0,0.482615202665329
1.png,1,0.779956042766571
3.png,0,0.034249577671289444
2.png,1,0.5797926783561707
